region,name,class,TargetGene,TargetGeneTSS,TargetGeneExpression,distance,isSelfPromoter,ABC.Score,CellType,Disease,score_category
chr15:67442595-67442596,genic|chr15:67442326-67443332,genic,LOC102723493,67356520,,86309.0,False,0.021467,MCF10A-Ji2017,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442326-67443332,genic,LINC02206,67248853,,193976.0,False,0.018759,MCF10A-Ji2017,IBD,Low
chr15:67442595-67442596,genic|chr15:67442326-67443332,genic,SMAD3,67358194,,84635.0,False,0.021464,MCF10A-Ji2017,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442326-67443332,genic,AAGAB,67547074,,104245.0,False,0.019406,MCF10A-Ji2017,IBD,Low
chr15:67442595-67442596,genic|chr15:67442326-67443332,genic,IQCH,67547137,,104308.0,False,0.019406,MCF10A-Ji2017,IBD,Low
chr15:67442595-67442596,genic|chr15:67442332-67443099,genic,SMAD3,67358194,,84521.5,False,0.029021,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442332-67443099,genic,AAGAB,67547074,,104358.5,False,0.023197,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442332-67443099,genic,IQCH,67547137,,104421.5,False,0.023197,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442333-67443201,genic,LINC02206,67248853,,193914.0,False,0.0166,skeletal_muscle_myoblast-Roadmap,IBD,Low
chr15:67442595-67442596,genic|chr15:67442333-67443201,genic,LOC102723493,67356520,,86247.0,False,0.01707,skeletal_muscle_myoblast-Roadmap,IBD,Low
chr15:67442595-67442596,genic|chr15:67442333-67443201,genic,SMAD3,67358194,,84573.0,False,0.017069,skeletal_muscle_myoblast-Roadmap,IBD,Low
chr15:67442595-67442596,genic|chr15:67442333-67443201,genic,AAGAB,67547074,,104307.0,False,0.0164,skeletal_muscle_myoblast-Roadmap,IBD,Low
chr15:67442595-67442596,genic|chr15:67442333-67443201,genic,IQCH,67547137,,104370.0,False,0.0164,skeletal_muscle_myoblast-Roadmap,IBD,Low
chr15:67442595-67442596,genic|chr15:67442336-67443175,genic,LOC102723493,67356520,,86235.5,False,0.025303,CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442336-67443175,genic,SMAD3,67358194,,84561.5,False,0.025303,CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442336-67443175,genic,AAGAB,67547074,,104318.5,False,0.020506,CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016,IBD,Low
chr15:67442595-67442596,genic|chr15:67442336-67443175,genic,IQCH,67547137,,104381.5,False,0.020506,CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016,IBD,Low
chr15:67442595-67442596,genic|chr15:67442340-67443193,genic,IQCH,67547137,,104370.5,False,0.020524,MCF10A_treated_with_TAM24hr-Ji2017,IBD,Low
chr15:67442595-67442596,genic|chr15:67442340-67443193,genic,AAGAB,67547074,,104307.5,False,0.020524,MCF10A_treated_with_TAM24hr-Ji2017,IBD,Low
chr15:67442595-67442596,genic|chr15:67442340-67443193,genic,SMAD3,67358194,,84572.5,False,0.024221,MCF10A_treated_with_TAM24hr-Ji2017,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442340-67443193,genic,LINC02206,67248853,,193913.5,False,0.019986,MCF10A_treated_with_TAM24hr-Ji2017,IBD,Low
chr15:67442595-67442596,genic|chr15:67442354-67443314,genic,IQCH,67547137,,104303.0,False,0.019359,fibroblast_of_lung-Roadmap,IBD,Low
chr15:67442595-67442596,genic|chr15:67442354-67443314,genic,AAGAB,67547074,,104240.0,False,0.019359,fibroblast_of_lung-Roadmap,IBD,Low
chr15:67442595-67442596,genic|chr15:67442354-67443314,genic,SMAD3,67358194,,84640.0,False,0.02176,fibroblast_of_lung-Roadmap,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442354-67443314,genic,LOC102723493,67356520,,86314.0,False,0.021761,fibroblast_of_lung-Roadmap,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442354-67443314,genic,LINC02206,67248853,,193981.0,False,0.020508,fibroblast_of_lung-Roadmap,IBD,Low
chr15:67442595-67442596,genic|chr15:67442364-67443144,genic,SMAD3,67358194,,84560.0,False,0.023262,THP_pmaLPS_ATAC_48h,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442364-67443144,genic,IQCH,67547137,,104383.0,False,0.017275,THP_pmaLPS_ATAC_48h,IBD,Low
chr15:67442595-67442596,genic|chr15:67442364-67443144,genic,LOC102723493,67356520,,86234.0,False,0.023263,THP_pmaLPS_ATAC_48h,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442364-67443144,genic,AAGAB,67547074,,104320.0,False,0.017275,THP_pmaLPS_ATAC_48h,IBD,Low
chr15:67442595-67442596,genic|chr15:67442386-67443072,genic,AAGAB,67547074,,104345.0,False,0.01716,THP_pmaLPS_ATAC_24h,IBD,Low
chr15:67442595-67442596,genic|chr15:67442386-67443072,genic,LOC102723493,67356520,,86209.0,False,0.022227,THP_pmaLPS_ATAC_24h,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442386-67443072,genic,SMAD3,67358194,,84535.0,False,0.022227,THP_pmaLPS_ATAC_24h,IBD,Mid
chr15:67442595-67442596,genic|chr15:67442386-67443072,genic,IQCH,67547137,,104408.0,False,0.01716,THP_pmaLPS_ATAC_24h,IBD,Low
chr15:67442595-67442596,genic|chr15:67442397-67442897,genic,AAGAB,67547074,,104427.0,False,0.015884,THP-1_macrophage-VanBortle2017,IBD,Low
chr15:67442595-67442596,genic|chr15:67442397-67442897,genic,SMAD3,67358194,,84453.0,False,0.019898,THP-1_macrophage-VanBortle2017,IBD,Low
chr15:67442595-67442596,genic|chr15:67442397-67442897,genic,IQCH,67547137,,104490.0,False,0.015884,THP-1_macrophage-VanBortle2017,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50320605-50322365,intergenic,FIGNL1,50518104,,196619.0,False,0.037135,CD19-positive_B_cell-Roadmap,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50320605-50322365,intergenic,IKZF1,50358643,,37158.0,False,0.047234,CD19-positive_B_cell-Roadmap,IBD,High
chr7:50321473-50321474,intergenic|chr7:50320605-50322365,intergenic,ZPBP,50132860,,188625.0,False,0.027942,CD19-positive_B_cell-Roadmap,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50320841-50322024,intergenic,ZPBP,50132860,,188572.5,False,0.026387,B_cell-ENCODE,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50320841-50322024,intergenic,FIGNL1,50518104,,196671.5,False,0.034325,B_cell-ENCODE,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50320841-50322024,intergenic,DDC,50628768,,307335.5,False,0.036969,B_cell-ENCODE,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50320841-50322024,intergenic,IKZF1,50358643,,37210.5,False,0.049642,B_cell-ENCODE,IBD,High
chr7:50321473-50321474,intergenic|chr7:50320875-50321953,intergenic,VWC2,49813256,,508158.0,False,0.028284,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50320875-50321953,intergenic,ZPBP,50132860,,188554.0,False,0.02841,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50320875-50321953,intergenic,FIGNL1,50518104,,196690.0,False,0.040947,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50320948-50322648,intergenic,ZPBP,50132860,,188938.0,False,0.015692,OCI-LY7-ENCODE,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50320948-50322648,intergenic,IKZF1,50358643,,36845.0,False,0.03367,OCI-LY7-ENCODE,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50320948-50322648,intergenic,FIGNL1,50518104,,196306.0,False,0.024834,OCI-LY7-ENCODE,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50320948-50322648,intergenic,DDC-AS1,50599456,,277658.0,False,0.021616,OCI-LY7-ENCODE,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321083-50321926,intergenic,FIGNL1,50518104,,196599.5,False,0.02775,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321092-50322013,intergenic,IKZF1,50358643,,37090.5,False,0.016147,CD14-positive_monocyte-ENCODE,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321099-50321901,intergenic,IKZF1,50358643,,37143.0,False,0.015479,CD34-positive_mobilized-Roadmap,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321102-50322802,intergenic,IKZF1,50358643,,36691.0,False,0.017955,Karpas-422-ENCODE,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321109-50322191,intergenic,ZPBP,50132860,,188790.0,False,0.038768,GM12878-Roadmap,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321109-50322191,intergenic,FIGNL1,50518104,,196454.0,False,0.047863,GM12878-Roadmap,IBD,High
chr7:50321473-50321474,intergenic|chr7:50321109-50322191,intergenic,IKZF1,50358643,,36993.0,False,0.07235,GM12878-Roadmap,IBD,High
chr7:50321473-50321474,intergenic|chr7:50321113-50321908,intergenic,FIGNL1,50518104,,196593.5,False,0.018633,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321117-50322352,intergenic,FIGNL1,50518104,,196369.5,False,0.015446,MM.1S-ENCODE,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321130-50321933,intergenic,FIGNL1,50518104,,196572.5,False,0.016839,CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321157-50321899,intergenic,FIGNL1,50518104,,196576.0,False,0.035498,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321157-50321899,intergenic,VWC2,49813256,,508272.0,False,0.023689,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321157-50321899,intergenic,ZPBP,50132860,,188668.0,False,0.025261,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321161-50322405,intergenic,FIGNL1,50518104,,196321.0,False,0.020289,BJAB-Engreitz,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321161-50322405,intergenic,IKZF1,50358643,,36860.0,False,0.024169,BJAB-Engreitz,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321161-50322405,intergenic,DDC-AS1,50599456,,277673.0,False,0.016145,BJAB-Engreitz,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321161-50322405,intergenic,GRB10,50800050,,478267.0,False,0.017362,BJAB-Engreitz,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321164-50321934,intergenic,COBL,51384558,,1063009.0,False,0.0158,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321164-50321934,intergenic,FIGNL1,50518104,,196555.0,False,0.018809,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321180-50321915,intergenic,ZPBP,50132860,,188687.5,False,0.023724,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321180-50321915,intergenic,COBL,51384558,,1063010.5,False,0.024176,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321180-50321915,intergenic,FIGNL1,50518104,,196556.5,False,0.030661,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321180-50321915,intergenic,IKZF1,50358643,,37095.5,False,0.063317,CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016,IBD,High
chr7:50321473-50321474,intergenic|chr7:50321185-50321932,intergenic,FIGNL1,50518104,,196545.5,False,0.017945,THP_pmaLPS_ATAC_48h,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321188-50321688,intergenic,IKZF1,50358643,,37205.0,False,0.019882,CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321207-50321929,intergenic,FIGNL1,50518104,,196536.0,False,0.041761,CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321207-50321929,intergenic,VWC2,49813256,,508312.0,False,0.029139,CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321207-50321929,intergenic,ZPBP,50132860,,188708.0,False,0.029944,CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321231-50321731,intergenic,FIGNL1,50518104,,196623.0,False,0.016067,THP_pmaLPS_ATAC_6h,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321237-50321737,intergenic,FIGNL1,50518104,,196617.0,False,0.020823,THP1_LPS_4hr-Engreitz,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321258-50321758,intergenic,IKZF1,50358643,,37135.0,False,0.038504,U937_LPS_4hr-Engreitz,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321258-50321758,intergenic,FIGNL1,50518104,,196596.0,False,0.018693,U937_LPS_4hr-Engreitz,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321260-50321760,intergenic,FIGNL1,50518104,,196594.0,False,0.025504,THP-1_macrophage-VanBortle2017,IBD,Mid
chr7:50321473-50321474,intergenic|chr7:50321271-50321771,intergenic,FIGNL1,50518104,,196583.0,False,0.016155,THP_pmaLPS_ATAC_12h,IBD,Low
chr7:50321473-50321474,intergenic|chr7:50321312-50321812,intergenic,FIGNL1,50518104,,196542.0,False,0.018356,THP_pmaLPS_ATAC_24h,IBD,Low
chr21:34775720-34775721,promoter|chr21:34773859-34775985,promoter,IFNGR2,34775201,,279.0,True,0.128729,CD14-positive_monocytes-Roadmap,IBD,High
chr21:34775720-34775721,promoter|chr21:34773872-34775969,promoter,IFNGR2,34775201,,280.5,True,0.255365,MCF10A-Ji2017,IBD,High
chr21:34775720-34775721,promoter|chr21:34774128-34775991,promoter,IFNGR2,34775201,,141.5,True,0.227859,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,IBD,High
chr21:34775720-34775721,promoter|chr21:34774157-34775973,promoter,IFNGR2,34775201,,136.0,True,0.18736,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,IBD,High
chr21:34775720-34775721,promoter|chr21:34774218-34777541,promoter,IFNGR2,34775201,,678.5,True,0.417659,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,IBD,High
chr21:34775720-34775721,promoter|chr21:34774604-34776833,promoter,IFNGR2,34775201,,517.5,True,0.152375,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,IBD,High
chr21:34775720-34775721,promoter|chr21:34774338-34776045,promoter,IFNGR2,34775201,,9.5,True,0.239288,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,IBD,High
chr21:34775720-34775721,promoter|chr21:34774474-34777179,promoter,IFNGR2,34775201,,625.5,True,0.107017,thymus_fetal-Roadmap,IBD,High
chr21:34775720-34775721,promoter|chr21:34774650-34777345,promoter,IFNGR2,34775201,,796.5,True,0.131613,OCI-LY7-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774479-34777085,promoter,IFNGR2,34775201,,581.0,True,0.156625,spinal_cord_fetal-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774678-34777347,promoter,IFNGR2,34775201,,811.5,True,0.156784,stomach_fetal-Roadmap,IBD,High
chr21:34775720-34775721,promoter|chr21:34774491-34776857,promoter,IFNGR2,34775201,,473.0,True,0.234495,muscle_of_leg_fetal-Roadmap,IBD,High
chr21:34775720-34775721,promoter|chr21:34774708-34776603,promoter,IFNGR2,34775201,,454.5,True,0.388341,adipose_tissue-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774493-34777030,promoter,IFNGR2,34775201,,560.5,True,0.221778,muscle_of_trunk_fetal-Roadmap,IBD,High
chr21:34775720-34775721,promoter|chr21:34774712-34776033,promoter,IFNGR2,34775201,,171.5,True,0.170577,transverse_colon-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774494-34776746,promoter,IFNGR2,34775201,,419.0,True,0.138202,induced_pluripotent_stem_cell-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774551-34775988,promoter,IFNGR2,34775201,,68.5,True,0.10544,ovary-Roadmap,IBD,High
chr21:34775720-34775721,promoter|chr21:34774581-34775873,promoter,IFNGR2,34775201,,26.0,True,0.261646,THP-1_macrophage-VanBortle2017,IBD,High
chr21:34775720-34775721,promoter|chr21:34774734-34777247,promoter,IFNGR2,34775201,,789.5,True,0.136426,HepG2-Roadmap,IBD,High
chr21:34775720-34775721,promoter|chr21:34774630-34777106,promoter,IFNGR2,34775201,,667.0,True,0.20011,Karpas-422-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774734-34775944,promoter,IFNGR2,34775201,,138.0,True,0.231679,U937_LPS_4hr-Engreitz,IBD,High
chr21:34775720-34775721,promoter|chr21:34774746-34776048,promoter,IFNGR2,34775201,,196.0,True,0.132986,osteoblast-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774780-34777522,promoter,IFNGR2,34775201,,950.0,True,0.407362,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,IBD,High
chr21:34775720-34775721,promoter|chr21:34775502-34776801,promoter,IFNGR2,34775201,,950.5,True,0.2259,erythroblast-Corces2016,IBD,High
chr21:34775720-34775721,promoter|chr21:34774797-34776170,promoter,IFNGR2,34775201,,282.5,True,0.147832,heart_ventricle-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774848-34776644,promoter,IFNGR2,34775201,,545.0,True,0.236872,coronary_artery_smooth_muscle_cell-Miller2016,IBD,High
chr21:34775720-34775721,promoter|chr21:34774711-34776124,promoter,IFNGR2,34775201,,216.5,True,0.210624,coronary_artery-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34775476-34777258,promoter,IFNGR2,34775201,,1166.0,True,0.13081,trophoblast_cell-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774714-34777434,promoter,IFNGR2,34775201,,873.0,True,0.206945,body_of_pancreas-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34775475-34777025,promoter,IFNGR2,34775201,,1049.0,True,0.126197,adrenal_gland_fetal-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774714-34775980,promoter,IFNGR2,34775201,,146.0,True,0.112421,A673-ENCODE,IBD,High
chr21:34775720-34775721,promoter|chr21:34774951-34777230,promoter,IFNGR2,34775201,,889.5,True,0.206196,MDA-MB-231,IBD,High
chr21:34775720-34775721,promoter|chr21:34775490-34778093,promoter,IFNGR2,34775201,,1590.5,True,0.195845,GM12878-Roadmap,IBD,High
chr21:34775720-34775721,promoter|chr21:34775463-34776813,promoter,IFNGR2,34775201,,937.0,True,0.10531,gastrocnemius_medialis-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4983686-4985479,promoter,JAK2,4985229,,646.5,True,0.224614,psoas_muscle-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4983721-4986296,promoter,JAK2,4985229,,220.5,True,0.296089,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984003-4986747,promoter,JAK2,4985229,,146.0,True,0.255497,spinal_cord_fetal-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984035-4986275,promoter,JAK2,4985229,,74.0,True,0.290644,body_of_pancreas-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984043-4986262,promoter,JAK2,4985229,,76.5,True,0.226466,Karpas-422-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984055-4986219,promoter,JAK2,4985229,,92.0,True,0.16587,OCI-LY7-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984091-4985521,promoter,JAK2,4985229,,423.0,True,0.23569,uterus-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984119-4986306,promoter,JAK2,4985229,,16.5,True,0.340996,small_intestine_fetal-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984119-4986306,promoter,RCL1,4792833,,192379.5,False,0.125838,small_intestine_fetal-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984124-4985479,promoter,JAK2,4985229,,427.5,True,0.15737,endothelial_cell_of_umbilical_vein-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984133-4986437,promoter,JAK2,4985229,,56.0,True,0.337656,muscle_of_leg_fetal-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984133-4986437,promoter,RCL1,4792833,,192452.0,False,0.108486,muscle_of_leg_fetal-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984134-4986234,promoter,JAK2,4985229,,45.0,True,0.284165,placenta-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984135-4986417,promoter,JAK2,4985229,,47.0,True,0.345997,muscle_of_trunk_fetal-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984135-4986417,promoter,RCL1,4792833,,192443.0,False,0.110074,muscle_of_trunk_fetal-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984136-4986436,promoter,JAK2,4985229,,57.0,True,0.254258,LoVo,IBD,High
chr9:4984529-4984530,promoter|chr9:4984142-4985479,promoter,JAK2,4985229,,418.5,True,0.210247,MCF-7-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984145-4986271,promoter,JAK2,4985229,,21.0,True,0.108858,T-cell-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984146-4985510,promoter,JAK2,4985229,,401.0,True,0.205246,MCF10A-Ji2017,IBD,High
chr9:4984529-4984530,promoter|chr9:4984147-4985508,promoter,JAK2,4985229,,401.5,True,0.276814,foreskin_fibroblast-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984147-4985479,promoter,JAK2,4985229,,416.0,True,0.263315,fibroblast_of_dermis-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984159-4985479,promoter,JAK2,4985229,,410.0,True,0.185721,fibroblast_of_arm-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984161-4986266,promoter,JAK2,4985229,,15.5,True,0.195441,MM.1S-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984162-4986290,promoter,JAK2,4985229,,3.0,True,0.143799,thymus_fetal-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984165-4985517,promoter,JAK2,4985229,,388.0,True,0.29164,IMR90-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984166-4985559,promoter,JAK2,4985229,,366.5,True,0.187394,bipolar_neuron_from_iPSC-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984171-4985738,promoter,JAK2,4985229,,274.5,True,0.2099,stomach_fetal-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984182-4985479,promoter,JAK2,4985229,,398.5,True,0.235025,cardiac_muscle_cell-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984190-4985479,promoter,JAK2,4985229,,394.5,True,0.267586,stomach-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984193-4985563,promoter,JAK2,4985229,,351.0,True,0.107252,induced_pluripotent_stem_cell-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984198-4986639,promoter,JAK2,4985229,,189.5,True,0.328074,large_intestine_fetal-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984198-4986639,promoter,RCL1,4792833,,192585.5,False,0.118432,large_intestine_fetal-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984208-4985479,promoter,JAK2,4985229,,385.5,True,0.143176,HT29,IBD,High
chr9:4984529-4984530,promoter|chr9:4984209-4985489,promoter,JAK2,4985229,,380.0,True,0.213563,MCF10A_treated_with_TAM24hr-Ji2017,IBD,High
chr9:4984529-4984530,promoter|chr9:4984216-4985564,promoter,JAK2,4985229,,339.0,True,0.117388,H1-hESC-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984220-4985479,promoter,JAK2,4985229,,379.5,True,0.239657,fibroblast_of_lung-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984222-4985479,promoter,JAK2,4985229,,378.5,True,0.241893,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984231-4985875,promoter,RCL1,4792833,,192220.0,False,0.108765,trophoblast_cell-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984231-4985875,promoter,JAK2,4985229,,176.0,True,0.331941,trophoblast_cell-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984234-4986276,promoter,JAK2,4985229,,26.0,True,0.27287,ovary-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984236-4985479,promoter,JAK2,4985229,,371.5,True,0.224117,astrocyte-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984237-4985479,promoter,JAK2,4985229,,371.0,True,0.208263,HCT116-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984239-4985479,promoter,JAK2,4985229,,370.0,True,0.20223,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984240-4985479,promoter,JAK2,4985229,,369.5,True,0.177393,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984241-4985559,promoter,JAK2,4985229,,329.0,True,0.209758,LNCAP,IBD,High
chr9:4984529-4984530,promoter|chr9:4984241-4985552,promoter,JAK2,4985229,,332.5,True,0.15844,mammary_epithelial_cell-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984245-4985479,promoter,JAK2,4985229,,367.0,True,0.237322,skeletal_muscle_myoblast-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984251-4985479,promoter,JAK2,4985229,,364.0,True,0.185018,A673-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984252-4985479,promoter,JAK2,4985229,,363.5,True,0.192346,pancreas-Roadmap,IBD,High
chr9:4984529-4984530,promoter|chr9:4984256-4985580,promoter,JAK2,4985229,,311.0,True,0.181032,osteoblast-ENCODE,IBD,High
chr9:4984529-4984530,promoter|chr9:4984299-4986122,promoter,JAK2,4985229,,18.5,True,0.11598,CD19-positive_B_cell-Roadmap,IBD,High
